seqnames,start,end,width,strand,num_cpg,start_ind,end_ind,pi,loglik_diff,rna_gene_name,rna_gene_start,rna_gene_end,rna_gene_strand,vmr_to_gene_dist,vmr_rna_corr,vmr_n_avail_cell,promoter_rna_corr,promoter_n_avail_cell,context
7,45457290,45457907,618,*,7,222062,222068,0.613898076408784,15.6296184471081,Ftl1,45457944,45459884,-,36,-0.371893644956289,259,-0.436768451210172,550,VMRs outside gene but within 1000-bp distance
4,141993480,141994980,1501,*,11,771321,771331,0.570955241487301,15.6262601064353,Fhad1,141890438,142015082,-,0,-0.157026727259902,361,-0.065928747193998,462,VMRs overlapping with gene body
2,125391030,125392657,1628,*,17,667611,667627,0.826110017485786,15.6252979874535,Fbn1,125300594,125507993,-,0,-0.158699209957798,357,-0.175050013486733,332,VMRs overlapping with gene body
8,91282474,91286574,4101,*,28,497156,497183,0.831227703735746,15.621961643358,Rpgrip1l,91217030,91313262,-,0,-0.0469935719387866,350,-0.0205734867139536,571,VMRs overlapping with gene body
10,111996091,111998694,2604,*,21,634405,634425,0.819613070125854,15.6216131040414,Glipr1,111985448,112002631,-,0,-0.208405018536909,363,-0.266993784832354,241,VMRs overlapping with gene body
4,6742248,6745331,3084,*,30,15630,15659,0.828501390386176,15.6208690924813,Tox,6686353,6991557,-,0,-0.0686659128750529,396,0.0277652538013425,365,VMRs overlapping with gene body
18,7172926,7178022,5097,*,20,20001,20020,0.781825533849792,15.6136630270943,Armc4,7088233,7297901,-,0,-0.221638099417563,336,-0.00568088545767349,387,VMRs overlapping with gene body
4,96044842,96047297,2456,*,17,436492,436508,0.800957205590839,15.6038995894138,Cyp2j13,96027534,96077546,-,0,-0.20964324940014,327,-0.0877867740345064,185,VMRs overlapping with gene body
8,23768364,23769520,1157,*,13,121537,121549,0.788315173104361,15.6001598269673,Zmat4,23636019,24156585,+,0,-0.195172445509175,413,-0.189490238782446,430,VMRs overlapping with gene body
2,76862641,76866626,3986,*,24,426458,426481,0.830986791441424,15.5985252830132,Ttn,76703980,76982547,-,0,-0.248401545133455,379,-0.107920842371015,418,VMRs overlapping with gene body
1,193344215,193346305,2091,*,13,1011371,1011383,0.7948472471264,15.5900426924933,Lamb3,193207699,193343878,+,336,-0.189506262302019,436,-0.143407790869082,252,VMRs outside gene but within 1000-bp distance
5,53106077,53107038,962,*,11,251487,251497,0.729817450838736,15.5868496733946,Sel1l3,53107083,53213927,-,44,-0.207932523688207,316,0.0962706987015278,450,VMRs outside gene but within 1000-bp distance
11,89412939,89414110,1172,*,11,527607,527617,0.772852742619295,15.585187912273,4932411E22Rik,89390223,89777653,-,0,-0.213113223751209,329,-0.214224624137176,347,VMRs overlapping with gene body
3,81934118,81938367,4250,*,19,363526,363544,0.769732162892181,15.5828091758877,Ctso,81932601,81956725,+,0,-0.234948422133231,329,-0.135459727259719,337,VMRs overlapping with gene body
1,160290479,160291580,1102,*,12,785283,785294,0.755934266242694,15.5809764101771,Rabgap1l,160219174,160793211,-,0,-0.111416153327828,234,-0.133536117711215,268,VMRs overlapping with gene body
19,47769781,47772020,2240,*,20,297573,297592,0.845606998045179,15.5798077313855,Cfap43,47737561,47919299,-,0,-0.108336235983529,447,-0.0562581530574466,466,VMRs overlapping with gene body
3,141829593,141834231,4639,*,21,715377,715397,0.769315687653635,15.579364131281,Unc5c,141465216,141834924,+,0,-0.114799019232798,319,-0.029629944769655,524,VMRs overlapping with gene body
14,93034607,93042336,7730,*,37,462215,462251,0.845142236016507,15.5790009054479,Pcdh9,93013410,93890679,-,0,-0.246777421163841,428,0.000117103147439639,523,VMRs overlapping with gene body
4,82941488,82943757,2270,*,15,372764,372778,0.815361725398754,15.5778493247562,Frem1,82897920,83052339,-,0,-0.131695924901234,388,-0.0284419677036962,402,VMRs overlapping with gene body
16,33722470,33724592,2123,*,14,182244,182257,0.783709099065188,15.5778417865353,Heg1,33684466,33771576,+,0,-0.0794770941334265,356,-0.0441415064568861,442,VMRs overlapping with gene body
12,101758398,101760806,2409,*,16,514197,514212,0.81184510551797,15.5701167514335,Fbln5,101746565,101819055,-,0,-0.221337285694956,440,-0.113569835392965,459,VMRs overlapping with gene body
1,77399600,77402794,3195,*,21,375214,375234,0.792655232528841,15.5524304215431,Epha4,77367185,77515088,-,0,0.00520715939695969,376,0.00489596131240156,653,VMRs overlapping with gene body
16,52359164,52363113,3950,*,21,284721,284741,0.775540103730591,15.5519052746519,Alcam,52248996,52454074,-,0,-0.0939983653889708,273,-0.0495194230538547,318,VMRs overlapping with gene body
4,83010567,83012142,1576,*,16,373287,373302,0.820833839360138,15.5407485809755,Frem1,82897920,83052339,-,0,-0.10668461857194,411,-0.0284419677036962,402,VMRs overlapping with gene body
13,54720985,54722933,1949,*,12,301958,301969,0.759374974119737,15.5390215587926,Cdhr2,54701461,54736662,+,0,-0.255971908244282,369,-0.247949561466878,419,VMRs overlapping with gene body
15,85574447,85574789,343,*,8,445823,445830,0.725057024562613,15.5371046774249,Wnt7b,85535439,85581821,-,0,-0.0973593510198077,355,-0.0179823893363237,483,VMRs overlapping with gene body
13,41623397,41627259,3863,*,14,200569,200582,0.775294355203577,15.5338420533609,Tmem170b,41606216,41641347,+,0,-0.17266805852298,366,-0.0643434594027235,631,VMRs overlapping with gene body
3,79839051,79841354,2304,*,18,355193,355210,0.776882731552437,15.5327658873556,Tmem144,79812564,79852773,-,0,-0.22886234199016,235,-0.136596852200963,486,VMRs overlapping with gene body
6,34666483,34667801,1319,*,15,158384,158398,0.817989656555301,15.5244125329665,Cald1,34598500,34775473,+,0,0.29132660566144,363,0.267531191229834,355,VMRs overlapping with gene body
8,11315453,11316157,705,*,12,45091,45102,0.804669315520815,15.5136298259053,Col4a2,11312805,11449287,+,0,-0.172203985087047,335,-0.099652492922978,534,VMRs overlapping with gene body
2,163540623,163542231,1609,*,15,900033,900047,0.794469988796,15.4951374436783,Hnf4a,163506808,163572910,+,0,-0.327724853919523,472,-0.305253053788432,446,VMRs overlapping with gene body
5,127803651,127805709,2059,*,13,723908,723920,0.785774427971174,15.4928690819536,Tmem132d,127781630,128433077,-,0,-0.194025026335028,338,-0.0889814453618525,436,VMRs overlapping with gene body
11,56029073,56032528,3456,*,15,283824,283838,0.661751136762571,15.488529926885,Nmur2,56024987,56041010,-,0,-0.109757104659546,375,0.00943261724103769,298,VMRs overlapping with gene body
9,112207785,112208921,1137,*,14,652628,652641,0.713734620729702,15.4858001006722,Arpp21,112065091,112235938,-,0,-0.107859741016667,257,-0.234703090054103,292,VMRs overlapping with gene body
4,130913328,130914977,1650,*,16,661629,661644,0.803081199440714,15.4852023125437,Laptm5,130913125,130936141,+,0,-0.22394552222951,370,-0.236524237771941,361,VMRs overlapping with gene body
11,116330055,116331113,1059,*,7,744442,744448,0.552837420485815,15.4806596485804,Foxj1,116330704,116335399,-,0,-0.122330744517044,375,0.00844877154903468,540,VMRs overlapping with gene body
3,103621393,103623087,1695,*,14,502907,502920,0.809227958927885,15.4800459218071,Syt6,103575231,103645569,+,0,-0.278368175034514,284,-0.0404005037790667,571,VMRs overlapping with gene body
10,60562760,60563507,748,*,11,297052,297062,0.690634534711849,15.4785468462856,Cdh23,60302748,60696490,-,0,-0.0960328457310795,359,-0.0865534369101079,424,VMRs overlapping with gene body
18,57251118,57251573,456,*,11,284659,284669,0.734369610444495,15.4782858295078,Megf10,57133090,57297467,+,0,-0.259499559432871,128,-0.100018393437066,538,VMRs overlapping with gene body
1,153690362,153691529,1168,*,14,745066,745079,0.805835101647155,15.4751798994009,Rgs8,153653025,153700323,+,0,-0.165913788065649,377,-0.090595035755654,542,VMRs overlapping with gene body
17,21561831,21565656,3826,*,19,103199,103217,0.786362731174318,15.4746773098967,Zfp52,21555046,21562066,+,0,-0.2758407149318,371,-0.19285600161577,144,VMRs overlapping with gene body
4,156049982,156052139,2158,*,14,881472,881485,0.783479175288885,15.465312414334,Ttll10,156034840,156059414,-,0,-0.192758158843716,449,-0.08896830219107,535,VMRs overlapping with gene body
6,92920993,92923030,2038,*,17,459772,459788,0.796213109326848,15.4620707069115,Adamts9,92772699,92943492,-,0,-0.222510702943838,394,0.030933925438266,537,VMRs overlapping with gene body
11,61209809,61210617,809,*,10,320862,320871,0.776773636664988,15.4578343385505,Aldh3a1,61207537,61218421,+,0,-0.311407535778622,396,-0.215211497771768,353,VMRs overlapping with gene body
5,35866680,35869396,2717,*,18,165071,165088,0.831856702823526,15.4576553891325,Ablim2,35757880,35884973,+,0,-0.203368206814691,416,-0.129236432736788,461,VMRs overlapping with gene body
6,38393066,38395356,2291,*,17,180587,180603,0.803806707852963,15.4567393033836,Ttc26,38381469,38427647,+,0,-0.100042106416987,318,-0.0355731043146981,290,VMRs overlapping with gene body
1,93480938,93487772,6835,*,20,474301,474320,0.733224467828317,15.4554701244013,Sept2,93478964,93510260,+,0,-0.10041232663545,274,-0.0580192568680584,542,VMRs overlapping with gene body
16,22402129,22403749,1621,*,15,109956,109970,0.726632681235843,15.4476222733359,Etv5,22381309,22439719,-,0,-0.230801427981032,317,0.0127518999392019,521,VMRs overlapping with gene body
19,47775527,47777040,1514,*,16,297625,297640,0.819953138804695,15.4321160463202,Cfap43,47737561,47919299,-,0,-0.0524745110369467,282,-0.0562581530574466,466,VMRs overlapping with gene body
5,98257473,98262787,5315,*,34,475003,475036,0.829667984776425,15.4303270912489,Fgf5,98254184,98277030,+,0,0.138934781900471,323,0.0100502765042844,593,VMRs overlapping with gene body
9,52052848,52057146,4299,*,18,268670,268687,0.768974848708388,15.4232200085077,Rdx,52047173,52088735,+,0,-0.038065059690264,262,-0.0975950957716328,185,VMRs overlapping with gene body
8,112799433,112802868,3436,*,17,636670,636686,0.782234973851528,15.4206767000936,Cntnap4,112570043,112882717,+,0,-0.264281858816061,349,-0.0574703735398341,360,VMRs overlapping with gene body
10,22000490,22002669,2180,*,16,109410,109425,0.751714612429558,15.4206387734378,Sgk1,21882184,21999903,+,586,-0.189789214354089,396,-0.0236193560557519,352,VMRs outside gene but within 1000-bp distance
5,48459023,48464484,5462,*,26,228217,228242,0.704261876451571,15.4170679880204,Kcnip4,48389502,49524907,-,0,-0.225211205627125,340,-0.132310658726827,425,VMRs overlapping with gene body
15,34245061,34247464,2404,*,14,154900,154913,0.347804348329336,15.4099552100362,Laptm4b,34238026,34284295,+,0,0.194002182137286,331,-0.0201961146318581,334,VMRs overlapping with gene body
4,142012803,142013858,1056,*,12,771550,771561,0.804128667238509,15.4060989724215,Fhad1,141890438,142015082,-,0,-0.183882972592214,323,-0.065928747193998,462,VMRs overlapping with gene body
10,21986807,21990385,3579,*,24,109201,109224,0.79800785099536,15.4055003723837,Sgk1,21882184,21999903,+,0,-0.185889420652018,449,-0.0236193560557519,352,VMRs overlapping with gene body
17,75447314,75450412,3099,*,18,459528,459545,0.808772339001191,15.4024866467567,Rasgrp3,75435905,75529043,+,0,-0.0950739659318653,395,-0.0800807550724546,284,VMRs overlapping with gene body
17,43457391,43458662,1272,*,16,252593,252608,0.810717145216904,15.3942022945919,Adgrf5,43389466,43459557,+,0,-0.204368542149005,314,-0.204819216523127,350,VMRs overlapping with gene body
12,110834351,110834536,186,*,5,591420,591424,0.618317874729207,15.3937651813008,Mok,110807798,110840939,-,0,-0.205140790760823,324,-0.0625387282571341,471,VMRs overlapping with gene body
7,109303789,109308348,4560,*,15,550924,550938,0.738013427625566,15.3903408774891,Stk33,109279223,109439081,-,0,-0.182545361316468,412,-0.0932216718937643,510,VMRs overlapping with gene body
6,34605944,34608472,2529,*,24,157957,157980,0.82199687139618,15.3800051446366,Cald1,34598500,34775473,+,0,0.194400882958967,372,0.267531191229834,355,VMRs overlapping with gene body
16,92424003,92425040,1038,*,14,480691,480704,0.786175170229234,15.3758321265872,Rcan1,92391953,92466146,-,0,-0.11803669937539,322,-0.0939220717647589,509,VMRs overlapping with gene body
7,96203198,96203821,624,*,8,480314,480321,0.620744508891985,15.365023320303,Tenm4,96171246,96911093,+,0,-0.0310590359393886,189,0.070098534834305,341,VMRs overlapping with gene body
9,112182984,112184679,1696,*,15,652433,652447,0.791352127788178,15.3506744641649,Arpp21,112065091,112235938,-,0,-0.221311853825082,360,-0.234703090054103,292,VMRs overlapping with gene body
8,24021484,24026233,4750,*,22,123085,123106,0.794716314962025,15.3426910006121,Zmat4,23636019,24156585,+,0,-0.279820836677012,305,-0.189490238782446,430,VMRs overlapping with gene body
7,96215233,96217105,1873,*,11,480483,480493,0.6457606542819,15.338694053567,Tenm4,96171246,96911093,+,0,0.092409478471257,299,0.070098534834305,341,VMRs overlapping with gene body
10,62808451,62810935,2485,*,20,317223,317242,0.825615247092978,15.3351928424905,Tet1,62804570,62899118,-,0,-0.272961934000614,339,-0.265003667610032,375,VMRs overlapping with gene body
13,57662739,57665319,2581,*,15,328352,328366,0.791152638338096,15.3349303180191,Spock1,57421195,57908314,-,0,-0.224760163267691,397,-0.0973522609072446,555,VMRs overlapping with gene body
2,76159132,76162668,3537,*,14,420311,420324,0.72948957783014,15.3325473430181,Pde11a,75989141,76338774,-,0,-0.19145084356327,247,-0.102209135871075,567,VMRs overlapping with gene body
5,75940439,75942336,1898,*,12,372348,372359,0.778639313487079,15.3262781316427,Kdr,75932827,75978458,-,0,-0.217964021790989,428,-0.0764455941092579,527,VMRs overlapping with gene body
2,146049798,146051852,2055,*,17,784227,784243,0.801565381882117,15.3186584540572,Cfap61,145934784,146215039,+,0,-0.143229110515259,342,-0.02618951981064,595,VMRs overlapping with gene body
14,70771787,70772278,492,*,11,356747,356757,0.766769491343918,15.3168449932604,Dok2,70766036,70778495,+,0,-0.418760949318346,293,-0.0717390211637568,432,VMRs overlapping with gene body
9,23440812,23443827,3016,*,17,94314,94330,0.69334349645215,15.3092242415911,Bmper,23223076,23485200,+,0,-0.118020153881334,305,-0.0142312074005352,576,VMRs overlapping with gene body
2,103972623,103974346,1724,*,14,552273,552286,0.776150576968517,15.3071041484717,Lmo2,103957986,103981878,+,0,-0.101194017872669,295,-0.0856744562777069,331,VMRs overlapping with gene body
2,62370630,62373999,3370,*,24,331310,331333,0.834700255444109,15.3049299350527,Dpp4,62330073,62412231,-,0,-0.340607000395391,465,-0.34516553604222,304,VMRs overlapping with gene body
6,116158724,116161242,2519,*,11,586683,586693,0.731572804414309,15.2986898222974,Tmcc1,116018611,116193486,-,0,0.317709796953698,335,0.0192692890943272,583,VMRs overlapping with gene body
7,96185209,96186179,971,*,15,480245,480259,0.809955050227035,15.2959579925823,Tenm4,96171246,96911093,+,0,0.0324859810260557,320,0.070098534834305,341,VMRs overlapping with gene body
8,69127698,69131793,4096,*,21,360331,360351,0.282338335237122,15.294968632158,Lzts1,69132669,69184225,-,875,-0.123861842994615,451,0.0339630645194968,499,VMRs outside gene but within 1000-bp distance
1,153687238,153689231,1994,*,12,745049,745060,0.751505858864928,15.2946399363436,Rgs8,153653025,153700323,+,0,-0.197765155962973,358,-0.090595035755654,542,VMRs overlapping with gene body
5,128289534,128290509,976,*,8,727048,727055,0.544262262759243,15.2891942811762,Tmem132d,127781630,128433077,-,0,-0.142173154875398,327,-0.0889814453618525,436,VMRs overlapping with gene body
10,107418086,107418776,691,*,15,604801,604815,0.845698936669848,15.2886029284982,Lin7a,107271843,107425143,+,0,-0.24682612411831,282,-0.0431348530352668,399,VMRs overlapping with gene body
10,117678237,117679122,886,*,8,670890,670897,0.708647746103455,15.2882998904092,Cpm,117629500,117687352,+,0,-0.117244789278711,249,-0.0164143255034995,613,VMRs overlapping with gene body
3,145799464,145800621,1158,*,14,742045,742058,0.806898373280414,15.2866624285986,Ddah1,145758675,145894277,+,0,-0.235695821858004,296,-0.124966858394836,536,VMRs overlapping with gene body
18,61993486,61997294,3809,*,20,316543,316562,0.770567069066948,15.2777199040981,Sh3tc2,61953075,62015715,+,0,-0.218460051089237,461,-0.169515789954391,467,VMRs overlapping with gene body
6,92779766,92780632,867,*,12,458731,458742,0.637724690268108,15.2619957437075,Adamts9,92772699,92943492,-,0,-0.0212598370995347,287,0.030933925438266,537,VMRs overlapping with gene body
7,99904376,99906990,2615,*,14,506689,506702,0.795262906283591,15.2546148277992,Xrra1,99859116,99917822,+,0,-0.167461610159442,507,-0.064917483665856,544,VMRs overlapping with gene body
12,76792539,76792954,416,*,12,366639,366650,0.520904967903611,15.2395710676551,Gpx2,76792335,76795554,-,0,-0.0713061072232477,344,-0.193032582433845,272,VMRs overlapping with gene body
8,106184146,106187631,3486,*,22,580837,580858,0.840313078021894,15.2382799535129,Slc7a6,106168857,106198706,+,0,-0.0419659890777956,509,-0.109623230965162,594,VMRs overlapping with gene body
13,13490079,13494032,3954,*,20,48661,48680,0.790332278287011,15.2329831563151,Nid1,13437602,13512275,+,0,-0.280182692581303,438,-0.0707762740901228,229,VMRs overlapping with gene body
10,117659787,117659942,156,*,7,670676,670682,0.716409380309041,15.230661299413,Cpm,117629500,117687352,+,0,-0.0778019747015144,240,-0.0164143255034995,613,VMRs overlapping with gene body
4,43513187,43513963,777,*,8,180811,180818,0.700679897149595,15.2240077403162,Car9,43506966,43513729,+,0,-0.355852264929711,152,-0.233333197017176,426,VMRs overlapping with gene body
